regime,Vb_n,Vb_next
sizer,21.3135,21.6152
sizer,21.6152,21.3128
sizer,21.3128,20.3066
sizer,20.3066,20.4121
sizer,20.4121,17.6213
sizer,17.6213,20.2873
sizer,20.2873,20.2846
sizer,20.2846,23.1437
sizer,23.1437,15.1998
sizer,15.1998,20.5782
sizer,20.5782,18.2152
sizer,18.2152,24.5602
sizer,24.5602,20.0233
sizer,20.0233,21.2482
sizer,21.2482,20.9078
sizer,20.9078,22.4182
sizer,22.4182,22.1053
sizer,22.1053,22.7751
sizer,22.7751,19.9627
sizer,19.9627,18.6994
sizer,18.6994,21.3229
sizer,21.3229,19.0454
sizer,19.0454,19.8661
sizer,19.8661,19.3669
sizer,19.3669,21.6728
sizer,21.6728,20.9185
sizer,20.9185,21.7123
sizer,21.7123,19.7107
sizer,19.7107,16.4840
sizer,16.4840,16.1265
sizer,16.1265,20.5571
sizer,20.5571,20.8762
sizer,20.8762,18.8984
sizer,18.8984,16.6165
sizer,16.6165,14.5253
sizer,14.5253,13.3873
sizer,13.3873,20.4237
sizer,20.4237,17.9290
sizer,17.9290,22.2327
sizer,22.2327,18.4802
sizer,18.4802,18.8410
sizer,18.8410,18.6582
sizer,18.6582,20.8743
sizer,20.8743,17.5814
sizer,17.5814,23.6121
sizer,23.6121,22.7113
sizer,22.7113,20.2103
sizer,20.2103,14.5187
sizer,14.5187,15.8626
sizer,15.8626,20.7668
sizer,20.7668,20.7817
sizer,20.7817,21.2539
sizer,21.2539,18.6707
sizer,18.6707,20.6377
sizer,20.6377,19.2813
sizer,19.2813,16.9951
sizer,16.9951,21.2665
sizer,21.2665,20.4281
sizer,20.4281,24.7617
sizer,24.7617,20.9973
sizer,20.9973,21.3712
sizer,21.3712,12.9224
sizer,12.9224,17.7566
sizer,17.7566,19.7139
sizer,19.7139,12.1606
sizer,12.1606,18.8203
sizer,18.8203,17.1447
sizer,17.1447,19.5176
sizer,19.5176,21.2493
sizer,21.2493,18.8057
sizer,18.8057,22.2048
sizer,22.2048,17.9457
sizer,17.9457,19.2711
sizer,19.2711,15.8859
sizer,15.8859,22.7553
sizer,22.7553,15.9167
sizer,15.9167,20.2252
sizer,20.2252,18.8162
sizer,18.8162,15.6999
sizer,15.6999,18.3391
sizer,18.3391,21.5455
sizer,21.5455,14.9632
sizer,14.9632,16.2408
sizer,16.2408,20.3542
sizer,20.3542,20.7700
sizer,20.7700,19.4153
sizer,19.4153,24.1336
sizer,24.1336,14.9629
sizer,14.9629,20.3250
sizer,20.3250,20.3676
sizer,20.3676,26.4466
sizer,26.4466,20.0794
sizer,20.0794,16.3468
sizer,16.3468,18.9164
sizer,18.9164,18.1687
sizer,18.1687,17.7755
sizer,17.7755,25.2086
sizer,25.2086,15.3434
sizer,15.3434,18.8454
sizer,18.8454,25.4705
sizer,25.4705,22.5245
sizer,22.5245,20.8021
sizer,20.8021,18.5725
sizer,18.5725,18.7394
sizer,18.7394,24.2119
sizer,24.2119,15.9168
sizer,15.9168,19.0805
sizer,19.0805,25.5723
sizer,25.5723,19.0999
sizer,19.0999,25.6865
sizer,25.6865,21.6129
sizer,21.6129,18.8992
sizer,18.8992,20.2560
sizer,20.2560,21.2134
sizer,21.2134,20.2168
sizer,20.2168,23.9473
sizer,23.9473,20.3747
sizer,20.3747,20.6853
sizer,20.6853,18.5061
sizer,18.5061,23.1458
sizer,23.1458,21.0369
sizer,21.0369,22.9110
sizer,22.9110,15.5629
sizer,15.5629,19.4184
sizer,19.4184,23.4158
sizer,23.4158,23.6821
sizer,23.6821,17.8178
sizer,17.8178,14.2747
sizer,14.2747,17.2127
sizer,17.2127,21.8480
sizer,21.8480,20.2261
sizer,20.2261,18.4844
sizer,18.4844,16.0538
sizer,16.0538,20.5035
sizer,20.5035,16.1218
sizer,16.1218,17.4041
sizer,17.4041,22.5738
sizer,22.5738,17.5951
sizer,17.5951,21.7979
sizer,21.7979,21.5828
sizer,21.5828,17.8270
sizer,17.8270,20.1699
sizer,20.1699,17.4173
sizer,17.4173,20.3010
sizer,20.3010,17.7504
sizer,17.7504,24.3381
sizer,24.3381,21.0740
sizer,21.0740,23.9557
sizer,23.9557,22.8629
sizer,22.8629,22.5721
sizer,22.5721,19.4898
sizer,19.4898,17.5568
sizer,17.5568,17.2174
sizer,17.2174,18.8201
sizer,18.8201,16.3871
sizer,16.3871,20.2567
sizer,20.2567,20.0234
sizer,20.0234,15.9336
sizer,15.9336,19.7513
sizer,19.7513,21.8489
sizer,21.8489,22.4235
sizer,22.4235,17.9801
sizer,17.9801,20.9595
sizer,20.9595,17.0585
sizer,17.0585,16.7460
sizer,16.7460,23.0775
sizer,23.0775,20.1951
sizer,20.1951,17.9210
sizer,17.9210,19.3698
sizer,19.3698,18.9841
sizer,18.9841,21.7977
sizer,21.7977,18.0112
sizer,18.0112,16.5913
sizer,16.5913,19.8633
sizer,19.8633,20.6939
sizer,20.6939,17.0882
sizer,17.0882,17.6388
sizer,17.6388,19.7696
sizer,19.7696,19.2819
sizer,19.2819,16.8754
sizer,16.8754,18.0953
sizer,18.0953,21.2261
sizer,21.2261,21.9964
sizer,21.9964,17.9223
sizer,17.9223,23.2064
sizer,23.2064,16.9188
sizer,16.9188,16.9961
sizer,16.9961,22.8383
sizer,22.8383,18.5323
sizer,18.5323,22.9713
sizer,22.9713,22.4129
sizer,22.4129,19.9181
sizer,19.9181,19.3163
sizer,19.3163,22.8612
sizer,22.8612,25.5919
sizer,25.5919,24.2742
sizer,24.2742,19.8083
sizer,19.8083,21.6269
sizer,21.6269,23.9163
sizer,23.9163,18.3824
sizer,18.3824,18.8357
sizer,18.8357,18.5788
sizer,18.5788,23.9869
sizer,23.9869,18.4922
sizer,18.4922,21.2193
sizer,21.2193,23.5666
sizer,23.5666,18.7596
sizer,18.7596,19.2550
sizer,19.2550,18.6239
sizer,18.6239,21.9469
sizer,21.9469,18.7600
sizer,18.7600,20.2362
sizer,20.2362,17.5466
sizer,17.5466,21.7674
sizer,21.7674,17.7689
sizer,17.7689,19.4097
sizer,19.4097,21.8759
sizer,21.8759,21.3878
sizer,21.3878,26.3422
sizer,26.3422,22.3050
sizer,22.3050,18.7640
sizer,18.7640,15.5976
sizer,15.5976,21.8283
sizer,21.8283,20.2411
sizer,20.2411,19.5887
sizer,19.5887,15.7939
sizer,15.7939,22.7105
sizer,22.7105,19.4731
sizer,19.4731,20.7204
sizer,20.7204,19.6848
sizer,19.6848,22.0927
sizer,22.0927,19.1447
sizer,19.1447,21.0985
sizer,21.0985,20.0476
sizer,20.0476,21.2093
sizer,21.2093,17.8586
sizer,17.8586,20.4274
sizer,20.4274,17.8989
sizer,17.8989,19.1741
sizer,19.1741,23.3133
sizer,23.3133,21.4834
sizer,21.4834,21.9789
sizer,21.9789,24.9092
sizer,24.9092,22.7460
sizer,22.7460,18.1289
sizer,18.1289,20.2744
sizer,20.2744,17.6619
sizer,17.6619,22.5100
sizer,22.5100,22.8817
sizer,22.8817,18.8930
sizer,18.8930,18.9534
sizer,18.9534,21.6734
sizer,21.6734,13.8126
sizer,13.8126,21.6679
sizer,21.6679,19.8447
sizer,19.8447,23.4432
sizer,23.4432,24.6050
sizer,24.6050,18.9131
sizer,18.9131,15.1590
sizer,15.1590,18.7382
sizer,18.7382,19.1357
sizer,19.1357,20.5711
sizer,20.5711,21.3544
sizer,21.3544,18.5835
sizer,18.5835,20.2443
sizer,20.2443,18.7019
sizer,18.7019,22.3100
sizer,22.3100,20.5744
sizer,20.5744,19.6312
sizer,19.6312,20.3239
sizer,20.3239,20.8024
sizer,20.8024,19.7454
sizer,19.7454,17.9343
sizer,17.9343,17.0102
sizer,17.0102,18.3829
sizer,18.3829,17.5368
sizer,17.5368,20.8001
sizer,20.8001,18.0487
sizer,18.0487,17.6506
sizer,17.6506,24.0612
sizer,24.0612,23.5802
sizer,23.5802,23.3982
sizer,23.3982,20.8073
sizer,20.8073,22.3316
sizer,22.3316,20.8624
sizer,20.8624,16.7499
sizer,16.7499,21.9893
sizer,21.9893,23.2405
sizer,23.2405,23.1432
sizer,23.1432,23.0862
sizer,23.0862,19.6177
sizer,19.6177,18.9047
sizer,18.9047,21.1869
sizer,21.1869,20.7618
sizer,20.7618,22.1238
sizer,22.1238,23.1463
sizer,23.1463,19.8101
sizer,19.8101,23.4179
sizer,23.4179,19.7029
sizer,19.7029,22.7057
sizer,22.7057,19.7059
adder,20.3918,17.9334
adder,17.9334,21.4355
adder,21.4355,21.7351
adder,21.7351,20.9724
adder,20.9724,22.4841
adder,22.4841,21.7617
adder,21.7617,18.8669
adder,18.8669,19.5508
adder,19.5508,19.5533
adder,19.5533,18.5866
adder,18.5866,17.1332
adder,17.1332,18.2518
adder,18.2518,22.4232
adder,22.4232,20.7288
adder,20.7288,21.3897
adder,21.3897,19.1859
adder,19.1859,18.4537
adder,18.4537,18.4885
adder,18.4885,18.1610
adder,18.1610,17.1558
adder,17.1558,16.8133
adder,16.8133,20.3641
adder,20.3641,21.6326
adder,21.6326,22.6022
adder,22.6022,19.5645
adder,19.5645,21.1236
adder,21.1236,18.5410
adder,18.5410,20.2177
adder,20.2177,21.1337
adder,21.1337,22.4384
adder,22.4384,23.9211
adder,23.9211,19.9025
adder,19.9025,20.3541
adder,20.3541,17.6837
adder,17.6837,19.7367
adder,19.7367,22.5339
adder,22.5339,21.5943
adder,21.5943,22.8348
adder,22.8348,17.9416
adder,17.9416,17.6817
adder,17.6817,17.7513
adder,17.7513,18.9316
adder,18.9316,19.2029
adder,19.2029,19.2783
adder,19.2783,17.0835
adder,17.0835,18.0464
adder,18.0464,19.7935
adder,19.7935,18.6904
adder,18.6904,22.9176
adder,22.9176,22.0268
adder,22.0268,15.8346
adder,15.8346,20.4156
adder,20.4156,20.3045
adder,20.3045,18.0027
adder,18.0027,17.9674
adder,17.9674,20.5150
adder,20.5150,19.8083
adder,19.8083,21.3399
adder,21.3399,21.3890
adder,21.3890,18.9748
adder,18.9748,20.6694
adder,20.6694,21.3688
adder,21.3688,22.7994
adder,22.7994,17.0049
adder,17.0049,17.7712
adder,17.7712,19.4835
adder,19.4835,17.8993
adder,17.8993,15.4195
adder,15.4195,16.9447
adder,16.9447,14.2476
adder,14.2476,16.8738
adder,16.8738,18.7761
adder,18.7761,17.3430
adder,17.3430,19.1444
adder,19.1444,22.3753
adder,22.3753,22.2555
adder,22.2555,22.7305
adder,22.7305,19.9097
adder,19.9097,19.1541
adder,19.1541,16.4776
adder,16.4776,14.9745
adder,14.9745,15.2310
adder,15.2310,16.7731
adder,16.7731,17.7979
adder,17.7979,15.4608
adder,15.4608,16.6932
adder,16.6932,20.8980
adder,20.8980,17.6513
adder,17.6513,20.9003
adder,20.9003,22.1126
adder,22.1126,23.8277
adder,23.8277,25.1340
adder,25.1340,25.0974
adder,25.0974,18.9442
adder,18.9442,20.3290
adder,20.3290,24.8303
adder,24.8303,24.3409
adder,24.3409,25.5843
adder,25.5843,28.6334
adder,28.6334,24.0773
adder,24.0773,18.3861
adder,18.3861,18.2955
adder,18.2955,16.2398
adder,16.2398,20.4014
adder,20.4014,18.7379
adder,18.7379,18.7950
adder,18.7950,19.6238
adder,19.6238,19.2790
adder,19.2790,15.7515
adder,15.7515,15.7885
adder,15.7885,15.4616
adder,15.4616,18.9453
adder,18.9453,22.1113
adder,22.1113,25.8732
adder,25.8732,21.0762
adder,21.0762,22.1685
adder,22.1685,18.9275
adder,18.9275,19.4623
adder,19.4623,16.4801
adder,16.4801,19.3347
adder,19.3347,16.4964
adder,16.4964,21.0192
adder,21.0192,18.7611
adder,18.7611,15.9579
adder,15.9579,15.9003
adder,15.9003,17.6335
adder,17.6335,19.9873
adder,19.9873,18.6847
adder,18.6847,19.3038
adder,19.3038,20.6490
adder,20.6490,21.0459
adder,21.0459,17.8413
adder,17.8413,20.3185
adder,20.3185,17.0830
adder,17.0830,19.7896
adder,19.7896,19.5996
adder,19.5996,22.7934
adder,22.7934,21.8550
adder,21.8550,16.0106
adder,16.0106,17.6503
adder,17.6503,19.0749
adder,19.0749,15.8430
adder,15.8430,17.4347
adder,17.4347,15.6636
adder,15.6636,18.2366
adder,18.2366,16.4555
adder,16.4555,17.2040
adder,17.2040,17.9493
adder,17.9493,14.2192
adder,14.2192,15.8848
adder,15.8848,14.7634
adder,14.7634,19.8552
adder,19.8552,17.9177
adder,17.9177,18.2774
adder,18.2774,18.3805
adder,18.3805,16.2561
adder,16.2561,19.0519
adder,19.0519,21.8096
adder,21.8096,18.8033
adder,18.8033,16.9919
adder,16.9919,15.4897
adder,15.4897,20.0326
adder,20.0326,21.1209
adder,21.1209,19.2046
adder,19.2046,19.5833
adder,19.5833,23.0029
adder,23.0029,19.7887
adder,19.7887,18.7314
adder,18.7314,15.3983
adder,15.3983,15.3920
adder,15.3920,16.7995
adder,16.7995,21.3978
adder,21.3978,21.8980
adder,21.8980,23.7591
adder,23.7591,20.2186
adder,20.2186,18.9622
adder,18.9622,16.6246
adder,16.6246,15.2514
adder,15.2514,19.4586
adder,19.4586,19.8522
adder,19.8522,20.3519
adder,20.3519,18.0258
adder,18.0258,22.3417
adder,22.3417,20.9009
adder,20.9009,18.1573
adder,18.1573,17.8472
adder,17.8472,23.1148
adder,23.1148,25.6579
adder,25.6579,20.9370
adder,20.9370,21.8937
adder,21.8937,19.6442
adder,19.6442,19.9130
adder,19.9130,16.0964
adder,16.0964,21.7584
adder,21.7584,21.0577
adder,21.0577,18.9710
adder,18.9710,16.1964
adder,16.1964,21.4014
adder,21.4014,23.2415
adder,23.2415,19.0545
adder,19.0545,20.5609
adder,20.5609,19.8123
adder,19.8123,19.3494
adder,19.3494,18.8014
adder,18.8014,20.3260
adder,20.3260,16.7310
adder,16.7310,16.5810
adder,16.5810,20.2291
adder,20.2291,19.8303
adder,19.8303,23.8328
adder,23.8328,18.4017
adder,18.4017,19.6108
adder,19.6108,21.1049
adder,21.1049,21.3625
adder,21.3625,17.4060
adder,17.4060,17.5826
adder,17.5826,19.3247
adder,19.3247,21.3802
adder,21.3802,25.0285
adder,25.0285,23.6610
adder,23.6610,23.4675
adder,23.4675,23.4018
adder,23.4018,23.3022
adder,23.3022,20.8403
adder,20.8403,15.1267
adder,15.1267,19.6440
adder,19.6440,21.6449
adder,21.6449,19.0494
adder,19.0494,19.7267
adder,19.7267,20.3213
adder,20.3213,21.8707
adder,21.8707,22.1814
adder,22.1814,25.2434
adder,25.2434,22.7569
adder,22.7569,25.9634
adder,25.9634,26.0471
adder,26.0471,20.2700
adder,20.2700,18.3220
adder,18.3220,19.0893
adder,19.0893,20.2076
adder,20.2076,22.0177
adder,22.0177,19.9919
adder,19.9919,23.5131
adder,23.5131,17.5707
adder,17.5707,16.0895
adder,16.0895,14.5450
adder,14.5450,17.1575
adder,17.1575,20.1785
adder,20.1785,18.3203
adder,18.3203,22.1593
adder,22.1593,25.4408
adder,25.4408,25.1780
adder,25.1780,16.8802
adder,16.8802,14.4977
adder,14.4977,16.6078
adder,16.6078,20.6760
adder,20.6760,20.6661
adder,20.6661,20.1667
adder,20.1667,19.7779
adder,19.7779,18.1992
adder,18.1992,19.9638
adder,19.9638,18.8920
adder,18.8920,20.5035
adder,20.5035,18.9805
adder,18.9805,19.3882
adder,19.3882,21.5070
adder,21.5070,24.2715
adder,24.2715,22.8876
adder,22.8876,21.5899
adder,21.5899,19.8111
adder,19.8111,15.5614
adder,15.5614,19.9222
adder,19.9222,21.3999
adder,21.3999,17.4716
adder,17.4716,18.8103
adder,18.8103,20.3627
adder,20.3627,19.7383
adder,19.7383,19.7891
adder,19.7891,18.9039
adder,18.9039,21.7912
adder,21.7912,19.3143
adder,19.3143,22.7466
adder,22.7466,18.6382
adder,18.6382,16.3583
adder,16.3583,18.2951
adder,18.2951,14.7034
adder,14.7034,20.4101
adder,20.4101,19.7437
adder,19.7437,20.6288
adder,20.6288,22.0200
adder,22.0200,18.8229
adder,18.8229,21.7838
adder,21.7838,20.8335
adder,20.8335,15.9830
adder,15.9830,19.4961
adder,19.4961,16.3772
adder,16.3772,15.3034
adder,15.3034,15.0437
adder,15.0437,19.1279
adder,19.1279,18.6675
adder,18.6675,17.9420
adder,17.9420,21.0948
adder,21.0948,23.2726
adder,23.2726,16.5713
adder,16.5713,14.6984
adder,14.6984,15.3161
adder,15.3161,19.4518
adder,19.4518,15.6906
adder,15.6906,17.9009
adder,17.9009,21.3506
adder,21.3506,20.1943
adder,20.1943,20.6627
adder,20.6627,19.5817
adder,19.5817,17.8323
adder,17.8323,16.9834
adder,16.9834,19.8522
adder,19.8522,16.4229
adder,16.4229,15.2396
adder,15.2396,19.3508
adder,19.3508,20.2110
adder,20.2110,18.7274
adder,18.7274,24.1672
adder,24.1672,22.3363
adder,22.3363,18.2552
adder,18.2552,18.6599
adder,18.6599,20.0494
adder,20.0494,22.0643
adder,22.0643,19.6111
adder,19.6111,17.8488
adder,17.8488,18.4660
adder,18.4660,21.5357
adder,21.5357,23.5689
adder,23.5689,24.8302
adder,24.8302,24.8723
adder,24.8723,19.9009
adder,19.9009,18.6940
adder,18.6940,18.6628
adder,18.6628,11.7406
adder,11.7406,18.9138
adder,18.9138,19.6707
adder,19.6707,19.6577
adder,19.6577,17.9191
adder,17.9191,16.3411
adder,16.3411,17.7077
adder,17.7077,21.3964
adder,21.3964,19.3688
adder,19.3688,15.4860
adder,15.4860,18.5074
adder,18.5074,19.8101
adder,19.8101,16.1073
adder,16.1073,19.9643
adder,19.9643,17.9587
adder,17.9587,23.0121
adder,23.0121,22.1155
adder,22.1155,22.0634
adder,22.0634,23.7898
adder,23.7898,24.0990
adder,24.0990,24.6499
adder,24.6499,16.0241
adder,16.0241,16.1655
adder,16.1655,17.6601
adder,17.6601,19.0672
adder,19.0672,19.4612
adder,19.4612,17.3348
adder,17.3348,14.6171
adder,14.6171,18.1496
adder,18.1496,19.0457
adder,19.0457,21.2326
adder,21.2326,17.7112
adder,17.7112,15.6851
adder,15.6851,20.2617
adder,20.2617,18.3184
adder,18.3184,18.4766
adder,18.4766,17.0905
adder,17.0905,17.5054
adder,17.5054,19.9644
adder,19.9644,14.8103
adder,14.8103,18.5772
adder,18.5772,18.7449
adder,18.7449,19.3649
adder,19.3649,19.0060
adder,19.0060,19.7358
adder,19.7358,20.7833
adder,20.7833,21.4238
adder,21.4238,16.6080
adder,16.6080,17.1797
adder,17.1797,14.1355
adder,14.1355,15.5441
adder,15.5441,16.0006
adder,16.0006,17.5290
adder,17.5290,18.1407
adder,18.1407,21.1330
adder,21.1330,18.3615
adder,18.3615,19.1500
adder,19.1500,17.6005
adder,17.6005,17.7580
adder,17.7580,16.5544
adder,16.5544,16.4035
adder,16.4035,17.1262
adder,17.1262,19.9362
adder,19.9362,19.2466
adder,19.2466,18.7909
adder,18.7909,21.0391
adder,21.0391,22.2796
adder,22.2796,20.0488
adder,20.0488,20.6101
adder,20.6101,19.4937
adder,19.4937,20.7908
adder,20.7908,18.2444
adder,18.2444,20.8405
adder,20.8405,20.2128
adder,20.2128,20.0668
adder,20.0668,21.3808
adder,21.3808,23.9252
adder,23.9252,20.3043
adder,20.3043,20.8191
adder,20.8191,16.6730
adder,16.6730,18.6077
adder,18.6077,19.4145
adder,19.4145,17.1125
adder,17.1125,15.9718
adder,15.9718,16.5608
adder,16.5608,14.9482
adder,14.9482,16.9808
adder,16.9808,17.4749
adder,17.4749,16.2897
adder,16.2897,21.4423
adder,21.4423,23.8228
adder,23.8228,21.2646
adder,21.2646,18.9931
adder,18.9931,19.5155
adder,19.5155,18.8202
adder,18.8202,17.4385
adder,17.4385,19.0981
adder,19.0981,18.1974
adder,18.1974,23.1189
adder,23.1189,20.9219
adder,20.9219,20.8194
adder,20.8194,23.7396
adder,23.7396,20.5254
adder,20.5254,19.1140
adder,19.1140,24.1981
adder,24.1981,26.2246
adder,26.2246,22.4397
adder,22.4397,17.6974
adder,17.6974,20.3593
adder,20.3593,18.0224
adder,18.0224,22.0746
adder,22.0746,21.1947
adder,21.1947,23.4988
adder,23.4988,22.8201
adder,22.8201,23.5699
adder,23.5699,19.4195
adder,19.4195,19.0949
adder,19.0949,16.4147
adder,16.4147,17.5464
adder,17.5464,18.2571
adder,18.2571,20.7170
adder,20.7170,20.9868
adder,20.9868,18.9286
adder,18.9286,21.1771
adder,21.1771,21.9071
adder,21.9071,17.2985
adder,17.2985,19.5672
adder,19.5672,16.6906
adder,16.6906,20.1273
adder,20.1273,18.8986
adder,18.8986,19.5575
adder,19.5575,19.9466
adder,19.9466,20.3791
adder,20.3791,29.4093
adder,29.4093,30.7896
adder,30.7896,25.6848
adder,25.6848,21.0702
adder,21.0702,17.8775
adder,17.8775,22.9727
adder,22.9727,23.5296
adder,23.5296,25.0012
adder,25.0012,22.7380
adder,22.7380,22.9676
adder,22.9676,23.7240
adder,23.7240,22.3306
adder,22.3306,23.2198
adder,23.2198,22.1792
adder,22.1792,20.1584
adder,20.1584,16.9520
adder,16.9520,19.2640
adder,19.2640,20.7522
adder,20.7522,19.4129
adder,19.4129,16.1469
adder,16.1469,21.5161
adder,21.5161,21.9271
adder,21.9271,18.1938
adder,18.1938,17.3691
adder,17.3691,18.0139
adder,18.0139,21.3887
adder,21.3887,20.7047
adder,20.7047,19.7860
adder,19.7860,21.8944
adder,21.8944,20.7469
adder,20.7469,18.3760
adder,18.3760,18.9069
adder,18.9069,19.4616
adder,19.4616,17.0209
adder,17.0209,18.4149
adder,18.4149,16.9566
adder,16.9566,19.6876
adder,19.6876,21.3518
adder,21.3518,21.9322
adder,21.9322,21.2670
adder,21.2670,22.2311
adder,22.2311,19.6280
adder,19.6280,21.0364
adder,21.0364,21.3986
adder,21.3986,20.5945
adder,20.5945,19.3263
adder,19.3263,17.8310
adder,17.8310,18.2980
adder,18.2980,22.3885
adder,22.3885,24.1932
adder,24.1932,21.0771
adder,21.0771,22.0992
adder,22.0992,18.5737
adder,18.5737,22.0260
adder,22.0260,17.8920
adder,17.8920,17.3005
adder,17.3005,17.5058
adder,17.5058,19.3791
adder,19.3791,20.1401
adder,20.1401,15.3379
adder,15.3379,17.6986
adder,17.6986,19.1977
adder,19.1977,19.6083
adder,19.6083,21.6948
adder,21.6948,22.8452
adder,22.8452,18.3043
adder,18.3043,18.6498
adder,18.6498,19.9404
adder,19.9404,25.2921
adder,25.2921,23.3678
adder,23.3678,22.4798
adder,22.4798,23.2047
adder,23.2047,20.9958
adder,20.9958,21.3021
adder,21.3021,21.0664
adder,21.0664,21.8929
adder,21.8929,23.7356
adder,23.7356,21.0433
adder,21.0433,22.1397
adder,22.1397,23.2801
adder,23.2801,22.2582
adder,22.2582,23.0200
adder,23.0200,25.5359
adder,25.5359,20.8824
adder,20.8824,25.1435
adder,25.1435,25.1762
adder,25.1762,23.8326
adder,23.8326,20.5448
adder,20.5448,20.3375
adder,20.3375,17.8399
adder,17.8399,17.9883
adder,17.9883,20.8004
adder,20.8004,22.4934
adder,22.4934,15.5124
adder,15.5124,22.4375
adder,22.4375,25.2901
adder,25.2901,21.0666
adder,21.0666,21.2117
adder,21.2117,18.4757
adder,18.4757,20.0009
adder,20.0009,21.4183
adder,21.4183,26.9318
adder,26.9318,26.1793
adder,26.1793,25.7372
adder,25.7372,20.5749
adder,20.5749,20.9737
adder,20.9737,20.0514
adder,20.0514,21.2885
adder,21.2885,20.4263
adder,20.4263,18.4881
adder,18.4881,21.8300
adder,21.8300,21.7412
adder,21.7412,23.4270
adder,23.4270,19.5348
adder,19.5348,21.2114
adder,21.2114,19.4136
adder,19.4136,17.2474
adder,17.2474,14.3084
adder,14.3084,17.7266
adder,17.7266,18.7541
adder,18.7541,15.8036
adder,15.8036,15.2575
adder,15.2575,18.0330
adder,18.0330,21.4640
adder,21.4640,16.6874
adder,16.6874,15.4015
adder,15.4015,19.6883
adder,19.6883,17.7664
